2.3500,2.5000,2.5200,
2.3600,2.5000,2.5100,
2.3600,2.4900,2.5200,
2.3600,2.4900,2.5400,
2.3500,2.5000,2.5400,
2.3600,2.4900,2.5600,
2.3500,2.5000,2.5600,
2.3600,2.4900,2.5800,
2.3500,2.5000,2.5800,
2.3600,2.5000,2.5900,
2.3500,2.5200,2.5000,
2.3600,2.5200,2.4900,
2.3600,2.5100,2.5000,
2.3500,2.5200,2.5200,
2.3500,2.5200,2.5400,
2.3500,2.5200,2.5600,
2.3500,2.5200,2.5800,
2.3600,2.5100,2.6000,
2.3500,2.5200,2.6000,
2.3600,2.5200,2.6100,
2.3500,2.5400,2.5000,
2.3600,2.5400,2.4900,
2.3500,2.5400,2.5200,
2.3500,2.5400,2.5400,
2.3500,2.5400,2.5600,
2.3500,2.5400,2.5800,
2.3500,2.5400,2.6000,
2.3600,2.5400,2.6100,
2.3500,2.5600,2.5000,
2.3600,2.5600,2.4900,
2.3500,2.5600,2.5200,
2.3500,2.5600,2.5400,
2.3500,2.5600,2.5600,
2.3500,2.5600,2.5800,
2.3500,2.5600,2.6000,
2.3600,2.5600,2.6100,
2.3500,2.5800,2.5000,
2.3600,2.5800,2.4900,
2.3500,2.5800,2.5200,
2.3500,2.5800,2.5400,
2.3500,2.5800,2.5600,
2.3500,2.5800,2.5800,
2.3500,2.5800,2.6000,
2.3600,2.5800,2.6100,
2.3600,2.5900,2.5000,
2.3500,2.6000,2.5200,
2.3600,2.6000,2.5100,
2.3500,2.6000,2.5400,
2.3500,2.6000,2.5600,
2.3500,2.6000,2.5800,
2.3600,2.6000,2.5900,
2.3600,2.5900,2.6000,
2.3600,2.6100,2.5200,
2.3600,2.6100,2.5400,
2.3600,2.6100,2.5600,
2.3600,2.6100,2.5800,
2.3700,2.4600,2.5000,
2.3800,2.4600,2.4900,
2.3800,2.4500,2.5000,
2.3800,2.4500,2.5200,
2.3700,2.4600,2.5200,
2.3800,2.4500,2.5400,
2.3700,2.4600,2.5400,
2.3800,2.4500,2.5600,
2.3700,2.4600,2.5600,
2.3800,2.4500,2.5800,
2.3700,2.4600,2.5800,
2.3800,2.4500,2.6000,
2.3700,2.4600,2.6000,
2.3800,2.4600,2.6100,
2.3700,2.4800,2.4800,
2.3800,2.4800,2.4700,
2.3800,2.4700,2.4800,
2.3700,2.4800,2.5000,
2.3700,2.4800,2.5200,
2.3700,2.4800,2.5400,
2.3700,2.4800,2.5600,
2.3700,2.4800,2.5800,
2.3700,2.4800,2.6000,
2.3800,2.4700,2.6200,
2.3700,2.4800,2.6200,
2.3800,2.4800,2.6300,
2.3700,2.5000,2.4600,
2.3800,2.5000,2.4500,
2.3800,2.4900,2.4600,
2.3700,2.5000,2.4800,
2.3700,2.5000,2.5000,
2.3700,2.5000,2.6000,
2.3700,2.5000,2.6200,
2.3800,2.4900,2.6400,
2.3700,2.5000,2.6400,
2.3800,2.5000,2.6500,
2.3700,2.5200,2.4600,
2.3800,2.5200,2.4500,
2.3700,2.5200,2.4800,
2.3700,2.5200,2.6200,
2.3700,2.5200,2.6400,
2.3800,2.5200,2.6500,
2.3700,2.5400,2.4600,
2.3800,2.5400,2.4500,
2.3700,2.5400,2.4800,
2.3700,2.5400,2.6200,
2.3700,2.5400,2.6400,
2.3800,2.5400,2.6500,
2.3700,2.5600,2.4600,
2.3800,2.5600,2.4500,
2.3700,2.5600,2.4800,
2.3700,2.5600,2.6200,
2.3700,2.5600,2.6400,
2.3800,2.5600,2.6500,
2.3700,2.5800,2.4600,
2.3800,2.5800,2.4500,
2.3700,2.5800,2.4800,
2.3700,2.5800,2.6200,
2.3700,2.5800,2.6400,
2.3800,2.5800,2.6500,
2.3700,2.6000,2.4600,
2.3800,2.6000,2.4500,
2.3700,2.6000,2.4800,
2.3700,2.6000,2.5000,
2.3700,2.6000,2.6000,
2.3700,2.6000,2.6200,
2.3700,2.6000,2.6400,
2.3800,2.6000,2.6500,
2.3800,2.6100,2.4600,
2.3700,2.6200,2.4800,
2.3800,2.6200,2.4700,
2.3700,2.6200,2.5000,
